Description
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913430

KB - HB Køge
3-0
Kunst, KB, P. Bangs Vej
Peter Bangs Vej 147
2000 Frederiksberg

13-09-2024 kl. 17:30"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913431

OB - Brøndbyernes IF
0-1
OB-Ådalen
Sdr. Boulevard 172
5000 Odense C

14-09-2024 kl. 13:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913432

Farum BK - B.93 
5-0
Farum Park
Farum Park 18
3520 Farum

15-09-2024 kl. 15:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913433

Lyngby Boldklub 1921 - HIK
2-4
Lyngby Stadion
Lundtoftevej 61
2800 Kgs.Lyngby

24-08-2024 kl. 13:30"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913434

HB Køge - Farum BK
3-4
Herfølge Stadion
Vordingborgvej 124
4681 Herfølge

22-09-2024 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913435

OB - Lyngby Boldklub 1921
2-3
OB-Ådalen
Sdr. Boulevard 172
5000 Odense C

22-09-2024 kl. 13:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913436

B.93  - KB
0-1
B 93 Svanemølleanlæg.
Ved Sporsløjfen 10
2100 København Ø

21-09-2024 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913437

HIK - Br��ndbyernes IF
0-2
HIK
Bregnegårdsvej 25
2900 Hellerup

09-11-2024 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913438

OB - HIK
4-7
OB-Ådalen
Sdr. Boulevard 172
5000 Odense C

29-09-2024 kl. 13:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919680

Brøndbyernes IF - HB Køge

Brøndby Stadion
Brøndby Stadion 30
2605 Brøndby

24-05-2025 kl. 12:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919681

OB - B.93 

OB-Ådalen
Sdr. Boulevard 172
5000 Odense C

25-05-2025 kl. 14:00SUMMARY:U14 Dr. L1: OB - B.93 "
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919682

Lyngby Boldklub 1921 - KB
1-4
Lyngby Stadion
Lundtoftevej 61
2800 Kgs.Lyngby

05-11-2024 kl. 17:30"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919683

HIK - Farum BK

HIK
Bregnegårdsvej 25
2900 Hellerup

25-05-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919684

KB - HB Køge

Kunst, KB, P. Bangs Vej
Peter Bangs Vej 147
2000 Frederiksberg

22-03-2025 kl. 10:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919685

Brøndbyernes IF - OB

Brøndby Stadion
Brøndby Stadion 30
2605 Brøndby

31-05-2025 kl. 12:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919686

Farum BK - B.93 

Farum Park
Farum Park 18
3520 Farum

01-06-2025 kl. 12:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919687

Lyngby Boldklub 1921 - HIK

Lyngby Stadion
Lundtoftevej 61
2800 Kgs.Lyngby

01-06-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919688

HB Køge - Farum BK

Herfølge Stadion
Vordingborgvej 124
4681 Herfølge

15-06-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919689

OB - Lyngby Boldklub 1921

OB-Ådalen
Sdr. Boulevard 172
5000 Odense C

15-06-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913420

Lyngby Boldklub 1921 - HB Køge
3-1
Lyngby Stadion
Lundtoftevej 61
2800 Kgs.Lyngby

21-08-2024 kl. 18:30"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913421

HIK - KB
0-0
HIK
Bregnegårdsvej 25
2900 Hellerup

23-11-2024 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913422

KB - OB

Kunst, KB, P. Bangs Vej
Peter Bangs Vej 147
2000 Frederiksberg

29-03-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913423

HB Køge - HIK
5-1
Herfølge Stadion
Vordingborgvej 124
4681 Herfølge

01-09-2024 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913424

Farum BK - Brøndbyernes IF
2-1
Farum Park
Farum Park 18
3520 Farum

30-10-2024 kl. 19:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913425

B.93  - Lyngby Boldklub 1921
0-4
B 93 Svanemølleanlæg.
Ved Sporsløjfen 10
2100 København Ø

31-08-2024 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913426

Brøndbyernes IF - HB Køge
4-2
Brøndby Stadion
Brøndby Stadion 30
2605 Brøndby

07-09-2024 kl. 12:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913427

OB - B.93 
9-1
OB-Ådalen
Sdr. Boulevard 172
5000 Odense C

08-09-2024 kl. 13:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919670

Farum BK - Lyngby Boldklub 1921

Farum Park
Farum Park 18
3520 Farum

04-05-2025 kl. 12:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919671

B.93  - HIK

B 93 Svanemølleanlæg.
Ved Sporsløjfen 10
2100 København Ø

03-05-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919672

Brøndbyernes IF - B.93 

Brøndby Stadion
Brøndby Stadion 30
2605 Brøndby

10-05-2025 kl. 12:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919673

OB - Farum BK

OB-Ådalen
Sdr. Boulevard 172
5000 Odense C

10-05-2025 kl. 15:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919674

Lyngby Boldklub 1921 - HB Køge

Lyngby Stadion
Lundtoftevej 61
2800 Kgs.Lyngby

11-05-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919675

HIK - KB

HIK
Bregnegårdsvej 25
2900 Hellerup

11-05-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919676

KB - OB

Kunst, KB, P. Bangs Vej
Peter Bangs Vej 147
2000 Frederiksberg

18-05-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919677

HB Køge - HIK

Herfølge Stadion
Vordingborgvej 124
4681 Herfølge

07-05-2025 kl. 18:30"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919678

Farum BK - Brøndbyernes IF

Farum Park
Farum Park 18
3520 Farum

18-05-2025 kl. 12:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919679

B.93  - Lyngby Boldklub 1921

B 93 Svanemølleanlæg.
Ved Sporsløjfen 10
2100 København Ø

17-05-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913429

HIK - Farum BK
3-4
HIK
Bregnegårdsvej 25
2900 Hellerup

08-09-2024 kl. 14:00SUMMARY:U14 Dr. L1: HIK - Farum BK"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913414

KB - Brøndbyernes IF
0-5
Kunst, KB, P. Bangs Vej
Peter Bangs Vej 147
2000 Frederiksberg

16-11-2024 kl. 10:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913415

HB Køge - OB
3-8
Herfølge Stadion
Vordingborgvej 124
4681 Herfølge

18-08-2024 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913416

Farum BK - Lyngby Boldklub 1921
6-1
Farum Park
Farum Park 18
3520 Farum

18-08-2024 kl. 15:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913417

B.93  - HIK
0-2
B 93 Svanemølleanlæg.
Ved Sporsløjfen 10
2100 København Ø

17-08-2024 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913418

Brøndbyernes IF - B.93 
3-2
Brøndby Stadion
Brøndby Stadion 30
2605 Brøndby

01-10-2024 kl. 17:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913419

OB - Farum BK
5-2
OB-Ådalen
Sdr. Boulevard 172
5000 Odense C

25-08-2024 kl. 15:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919667

HIK - OB

HIK
Bregnegårdsvej 25
2900 Hellerup

27-04-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919668

KB - Brøndbyernes IF

Kunst, KB, P. Bangs Vej
Peter Bangs Vej 147
2000 Frederiksberg

03-05-2025 kl. 10:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 919669

OB - HB Køge

OB-Ådalen
Sdr. Boulevard 172
5000 Odense C

03-05-2025 kl. 13:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915170

B.93  - Farum BK

B 93 Svanemølleanlæg.
Ved Sporsløjfen 10
2100 København ��

05-04-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915171

HIK - Lyngby Boldklub 1921

HIK
Bregnegårdsvej 25
2900 Hellerup

06-04-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915172

KB - B.93 

Kunst, KB, P. Bangs Vej
Peter Bangs Vej 147
2000 Frederiksberg

12-04-2025 kl. 10:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915173

Brøndbyernes IF - HIK

Brøndby Stadion
Brøndby Stadion 30
2605 Brøndby

12-04-2025 kl. 12:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915174

Farum BK - HB Køge

Farum Park
Farum Park 18
3520 Farum

13-04-2025 kl. 12:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915175

Lyngby Boldklub 1921 - OB

Lyngby Stadion
Lundtoftevej 61
2800 Kgs.Lyngby

13-04-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915176

KB - Farum BK

Kunst, KB, P. Bangs Vej
Peter Bangs Vej 147
2000 Frederiksberg

26-04-2025 kl. 10:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915177

Brøndbyernes IF - Lyngby Boldklub 1921

Brøndby Stadion
Brøndby Stadion 30
2605 Brøndby

26-04-2025 kl. 12:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915178

HB Køge - B.93 

Herfølge Stadion
Vordingborgvej 124
4681 Herfølge

27-04-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915160

Brøndbyernes IF - Farum BK
2-3
Brøndby Stadion
Brøndby Stadion 30
2605 Brøndby

12-11-2024 kl. 17:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915161

OB - KB
2-1
OB-Ådalen
Sdr. Boulevard 172
5000 Odense C

18-09-2024 kl. 18:30SUMMARY:U14 Dr. L1: OB - KB"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915162

Lyngby Boldklub 1921 - B.93 
2-4
Lyngby Stadion
Lundtoftevej 61
2800 Kgs.Lyngby

17-11-2024 kl. 12:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915163

HIK - HB Køge
4-0
HIK
Bregnegårdsvej 25
2900 Hellerup

27-10-2024 kl. 14:00SUMMARY:U14 Dr. L1: HIK - HB Køge"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915164

KB - Lyngby Boldklub 1921

Kunst, KB, P. Bangs Vej
Peter Bangs Vej 147
2000 Frederiksberg

24-05-2025 kl. 10:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915165

HB Køge - Brøndbyernes IF
4-1
Herfølge Stadion
Vordingborgvej 124
4681 Herf��lge

15-10-2024 kl. 13:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915166

Farum BK - HIK
3-2
Farum Park
Farum Park 18
3520 Farum

03-11-2024 kl. 10:15"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915167

B.93  - OB
0-4
B 93 Svanemølleanlæg.
Ved Sporsløjfen 10
2100 København Ø

03-11-2024 kl. 13:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915168

HB Køge - KB

Herfølge Stadion
Vordingborgvej 124
4681 Herfølge

06-04-2025 kl. 14:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915169

Brøndbyernes IF - OB

Brøndby Stadion
Brøndby Stadion 30
2605 Brøndby

06-04-2025 kl. 13:00"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 913428

Lyngby Boldklub 1921 - KB
2-2
Lyngby Stadion
Lundtoftevej 61
2800 Kgs.Lyngby

07-09-2024 kl. 13:30"
"U14 Drenge Liga Øst 1 (11) helår
Kampnr 915159

B.93  - Brøndbyernes IF

B 93 Svanemølleanlæg.
Ved Sporsløjfen 10
2100 København Ø

29-03-2025 kl. 12:00"
